re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE35,35,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.093,99.4,5.0,9.2,4.91,selected_final,accepted,c10-OxidizedLoop^1+ | 4.1 ppm | score=0.901 | css=0.994,-OxidizedLoop,0.9007949753866317,0.994306042420135,0.9963602575717757,1.0,5.0,0.10123251210299444,0.0,0.05331935715625269,34.530830868522266,3.3152610162458265,0.8974929775461091,0.9946156295307192,0.0,5.963911792475069,0.011739662344017618,4.120159196623416,1,1,c10-OxidizedLoop^1+,ok,1,1,0.994306042420135,0.994306042420135,0.9963602575717757,4.120159196623416,5.0,0.9770490050124957,1.0,1
RE35,35,c,10,2,c10^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c10-OxidizedLoop^2+ | -2.6 ppm | score=0.438 | css=0.753 | %H=87 | %2H=13 | +mix,-OxidizedLoop,0.43765530939529673,0.7533917913136639,0.4376359346852248,0.7045752897689938,2.0,0.39299789203556046,0.14255276900696368,0.0,0.27363697637814427,8.324622353939324,0.4873093551957597,0.8304063538772445,77.77777777777779,7.065909839313772,6.84120381698067e-05,2.5873357865191045,1,1,c10-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.44592952265024727,0.4459295226502472,1.1372329266698948,2.0,0.20141632659884529,1.0,1
RE35,35,c,11,2,c11^2+,0,fp_selected,1,1,1,0,0,"[""c11 2+""]",0.711,98.4,2.0,-0.096,8.12,selected_final,accepted,c11-OxidizedLoop^2+ | 12.0 ppm | score=0.735 | css=0.960 | %H=0 | %2H=100 | +mix,-OxidizedLoop,0.7352033505391314,0.9599571387631867,0.46523294827504297,0.9317462603724487,3.0,0.19128296215329954,0.0,0.19128296215329954,0.3480691924030464,5.530657163652781,0.7896110829789605,0.9053937919064459,40.0,6.559498527771561,0.00011972106679716173,11.962936129209686,1,1,c11-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.2494716493479945,0.23452003541760488,18.456521375185808,1.0,0.3037592250000006,1.0,1
RE35,35,c,16,2,c16^2+,1,tp_selected,1,1,1,1,0,"[""c16 2+""]",6.208,78.02,2.0,4.477,2.63,selected_final,accepted,c16-OxidizedLoop^2+ | 0.7 ppm | score=0.507 | css=0.897,-OxidizedLoop,0.5074320831573621,0.8968696856547238,0.8968696856547238,0.6683514837591176,2.0,0.44818637570038333,0.22884991726614334,0.34892136395267914,0.38865141855048396,5.292679847392213,0.5627726335326998,0.8819127303425423,66.66666666666666,3.7880465503694474,0.00013383900171274772,0.6850400472182537,1,1,c16-OxidizedLoop^2+,ok,1,1,0.8968696856547238,0.8968696856547238,0.8968696856547238,0.6850400472182537,2.0,0.6301710999705101,1.0,1
RE35,35,c,17,2,c17^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^2+ | 3.9 ppm | score=0.410 | css=0.833,-OxidizedLoop,0.40987764748476513,0.8333927148560549,0.6589781592289622,0.6458841224371527,2.0,0.6816934760052706,0.24140099849202123,0.5385800760344,0.4958689316496075,0.2623859664609756,0.43360546873940337,0.7967562181086768,71.42857142857143,0.18617157995248004,0.0001703205285050159,3.884125893991512,1,1,c17-OxidizedLoop^2+,ok,1,1,0.8333927148560549,0.8333927148560549,0.6589781592289622,3.884125893991512,2.0,0.44009702488351654,0.0,1
RE35,35,c,18,2,c18^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c18-OxidizedLoop^2+ | -21.6 ppm | score=0.273 | css=0.842 | %H=55 | %2H=0 | +mix,-OxidizedLoop,0.2726438391177755,0.841944873509894,0.5295973867805044,0.5391699803870559,4.0,0.3720500271886895,0.36509459808877154,0.0,0.4712128789169125,17.982899177264837,0.29858649380770613,0.5678637515954955,71.42857142857143,16.52498914815235,5.7425984829948616e-05,21.634866432569137,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9531245858527251,0.9531245858527251,0.7512223779273992,14.175081189842194,3.0,0.5343514390498352,0.0,1
RE35,35,c,23,2,c23^2+,1,fn_missed,1,0,1,1,0,"[""c23 2+""]",1.502,65.62,4.0,2.005,1.4,trace_only,isodec_rules,c23-OxidizedLoop^2+,-OxidizedLoop,,0.6743441652463824,0.4973717683636078,,,,,,,,,,,,,15.875274124014865,0,0,c23-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.5817417859454326,0.777702950267293,17.42397836667012,6.0,0.0993050813548918,0.0,1
RE35,35,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.5 ppm | score=0.614 | css=0.835 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6144033633028888,0.8350802598770994,0.48023297105310053,0.9907865367036399,6.0,0.6722989748559967,0.0,0.6735193796644836,282.71336333615136,1.6258609478364299,0.4384135511225433,0.8057092258466887,14.285714285714285,2.1879928437550946,0.040396378761928066,6.543176778081113,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6137772901304975,0.6137905259708146,3.004253163630618,6.0,0.28575912149942917,0.0,1
RE35,35,c,25,1,c25^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c25-OxidizedLoop^1+ | -27.2 ppm | score=0.386 | css=0.719 | %H=64 | %2H=0 | -mix,-OxidizedLoop,0.38584942811110196,0.719353205714164,0.5520552867109658,0.38951818914303693,3.0,0.3178374213432643,0.27510083346501746,0.49298463300563133,1.187042810432507,4.205176789409469,0.24504910861785117,0.6298066916174647,80.0,3.724820888345023,0.00015091754343038905,27.199237903193453,1,1,c25-OxidizedLoop^1+,ok,1,1,0.7089920854775721,0.7089920854775721,0.7089920854775721,24.17420631206525,4.0,0.2982485136816212,0.0,1
RE35,35,c,32,2,c32^2+,0,manual_negative_only,1,0,1,0,0,"[""c32 2+""]",0.171,45.33,6.0,1.843,3.26,trace_only,isodec_rules,c32-OxidizedLoop^2+,-OxidizedLoop,,0.43246833921326083,0.5468037282986137,,,,,,,,,,,,,5.312465105411006,0,0,c32-OxidizedLoop^2+,ok,1,1,0.8366286962575012,0.8366286962575012,0.8366286962575014,5.312465105411006,8.0,0.13259206721707362,0.0,1
RE35,35,c,33,2,c33^2+,1,fn_missed,1,0,1,1,0,"[""c33 2+""]",5.146,76.96,5.0,5.553,1.81,trace_only,isodec_rules,c33-OxidizedLoop^2+,-OxidizedLoop,,0.6317009971254154,0.4696923418706617,,,,,,,,,,,,,6.759210024927357,0,0,c33-OxidizedLoop^2+,ok,1,1,0.8334568752787527,0.8334568752787527,0.8334568752787527,0.2531907456302529,8.0,0.22829707405869426,0.0,1
RE35,35,c,36,2,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",6.339,96.53,8.0,5.992,0.95,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.5744225988585174,0.8216844701347441,0.8216844701347443,1.0,9.0,0.772,0.0,0.71,2.17,2.82,0.704,,0.0,,0.0005901639344262295,2.9942725423637584,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8216844701347441,0.8216844701347441,0.8216844701347443,2.9942725423637584,9.0,0.14926084701504863,1.0,1
RE35,35,c,36,3,c36^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c36-OxidizedLoop^3+ | -21.4 ppm | score=0.470 | css=0.724 | %H=61 | %2H=0 | +mix,-OxidizedLoop,0.47039454320948415,0.7239154614833117,0.46634863570115365,0.8936127705830863,15.0,0.5326185235301087,0.0,0.3967063880135704,1.7678609859409515,17.831499766029044,0.5792708408848279,0.2687894721788348,11.76470588235294,14.561795339295347,0.0005852703694641547,21.391320712598684,1,1,c36-OxidizedLoop^3+,ok,1,1,0.7094189266545355,0.7094189266545355,0.7357532094089384,20.33721019804432,9.0,0.30153233691965886,1.0,1
RE40,40,b,35,3,b35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b35-OxidizedLoop^3+ | -17.7 ppm | score=0.125 | css=0.701,-OxidizedLoop,0.12472198316254507,0.7013682628934752,0.5221085181847299,0.5433901170522196,3.0,0.6884874723196737,0.370383383821023,0.42807546480288705,0.4076262183390782,19.1025039476287,0.34060150519961485,0.5098766552245022,66.66666666666666,17.088150088583337,0.000187003367003367,17.669274565115003,1,1,b35-OxidizedLoop^3+,ok,1,1,0.7013682628934752,0.7013682628934752,0.5221085181847299,17.669274565115003,3.0,0.30194422923174874,0.0,1
RE40,40,b,36,2,b36^2+,1,fn_missed,1,0,1,1,0,"[""b36 2+""]",9.182,84.44,5.0,8.374,1.12,trace_only,quality_gates,b36-OxidizedLoop^2+,-OxidizedLoop,0.6511511370799995,0.9703004905740652,0.9674134450403842,1.0,9.0,0.727,0.0,0.687,4.46,4.08,0.806,,0.0,,0.0013427609427609428,3.2077062869125395,0,0,b36-OxidizedLoop^2+,ok,1,1,0.9703004905740652,0.9703004905740652,0.9674134450403842,3.2077062869125395,9.0,0.3171406067500846,1.0,1
RE40,40,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",14.541,97.95,3.0,9.125,6.61,selected_final,accepted,c3-ThiylRadical^1+ | 0.1 ppm | score=0.728 | css=0.838 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.7281849839008363,0.8384145996096982,0.5115332251369623,1.0,3.0,0.30316553363640175,0.0,0.0,0.5656086986900752,4.074318596406538,0.9078665830525211,0.9929816812522589,0.0,8.722857943982476,0.0003771043771043771,0.13216574004669307,1,1,c3^1+,ok,1,1,0.8384254815893312,0.8384254815893312,0.9834168996341092,1.3794778266317804,3.0,0.5818794443007882,0.0,1
RE40,40,c,5,1,c5^1+,1,tp_selected,1,1,1,1,0,"[""c5 1+""]",14.392,99.32,1.0,8.608,6.97,selected_final,accepted,c5^1+ | 2.8 ppm | score=0.680 | css=0.948,-Thiol,0.6803418145986555,0.9475737045400248,0.9475737045400248,0.9200869722155781,2.0,0.2949100520078439,0.06780232127493868,0.2949100520078439,0.2891065988255638,5.214001042288849,0.7862628205071738,0.9425760609668358,50.0,5.6874442487675125,0.00018057239057239058,2.815424226986384,1,1,c5^1+,ok,1,1,0.9475737045400248,0.9475737045400248,0.9475737045400248,2.815424226986384,2.0,0.5788692983204025,1.0,1
RE40,40,c,6,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",1.53,99.88,2.0,0.497,9.2,selected_final,accepted,c6-Persulfide^1+ | -4.3 ppm | score=0.732 | css=0.995 | %H=100 | %2H=0 | -mix,-Persulfide,0.7321865105970438,0.9953072832548758,0.6888259029696968,1.0,4.0,0.4269178350727181,0.0,0.41018004342562875,1.2135523371848633,5.907819203322512,0.921095825784234,0.9967778242701997,0.0,10.39741190924039,0.0007188552188552189,4.295060360239635,1,1,c6-Persulfide^1+,ok,1,1,0.9988388713672509,0.9988388713672509,0.9988388713672507,18.44196563752323,3.0,0.10642195572807248,0.0,1
RE40,40,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",5.786,100.0,2.0,3.208,0.45,selected_final,accepted,c7-OxidizedLoop^1+ | 2.6 ppm | score=0.694 | css=0.895,-OxidizedLoop,0.6936689704034039,0.8949593513970758,0.968104729931187,0.9643959745138921,3.0,0.46530452933290345,0.0,0.3116766794101584,1.1231369741273638,2.1698129178225196,0.9006741899690732,0.9945246596658707,40.0,1.6889621150912222,0.0006461279461279462,2.568808164659937,1,1,c7-OxidizedLoop^1+,ok,1,1,0.8949593513970758,0.8949593513970758,0.968104729931187,2.568808164659937,3.0,0.49903535241909486,0.0,1
RE40,40,c,8,1,c8^1+,1,fn_missed,1,0,1,1,0,"[""c8 1+""]",6.891,96.36,2.0,3.767,4.45,trace_only,isodec_rules,c8-OxidizedLoop^1+,-OxidizedLoop,,0.9139177631292495,0.9139177631292495,,,,,,,,,,,,,0.27216135032827676,0,0,c8-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.9139177631292495,0.9139177631292495,0.27216135032827676,1.0,1.0,1.0,1
RE40,40,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",7.173,99.97,4.0,4.365,3.11,selected_final,accepted,c9-OxidizedLoop^1+ | 3.6 ppm | score=0.781 | css=0.972,-OxidizedLoop,0.780642761683922,0.9721590730826054,0.9892685133201657,0.9902952053657548,4.0,0.32717683448396073,0.0,0.27194006018546946,1.1045675382132079,2.724342109005529,0.9038599679172153,0.9831199862072617,20.0,3.1361680141342236,0.0005892255892255892,3.6298989792790217,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9721590730826054,0.9721590730826054,0.9892685133201657,3.6298989792790217,4.0,0.611951881319119,1.0,1
RE40,40,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",13.532,99.3,5.0,8.15,9.4,selected_final,accepted,c10-OxidizedLoop^1+ | 4.6 ppm | score=0.901 | css=0.992,-OxidizedLoop,0.9007733507587145,0.9917938239234177,0.9932515891476548,1.0,5.0,0.10499745939740679,0.0,0.052736673499705455,23.57431729540208,2.9335542427237296,0.8581006859455325,0.9933163162785752,0.0,6.4038872093441315,0.011683501683501683,4.5894256198050885,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9917938239234177,0.9917938239234177,0.9932515891476548,4.5894256198050885,5.0,1.0307115236787663,1.0,1
RE40,40,c,20,2,c20^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c20-OxidizedLoop^2+ | 6.4 ppm | score=0.238 | css=0.716 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.23761817349081338,0.7162249968034848,0.5443991471451042,0.4955092375285221,2.0,0.627669026396492,0.3911573407980752,0.5951446023435552,0.5090082529221839,9.06550841155213,0.25585402496169896,0.5698541493280251,71.42857142857143,6.754594417001052,0.00024868686868686866,6.390769926532123,1,1,c20-OxidizedLoop^2+,anchor_outside_ppm,0,0,,,0.5544197831834892,,,,,0
RE40,40,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.2 ppm | score=0.596 | css=0.842 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.5961590314284301,0.8418511760236936,0.48252447461497555,0.9640490432510744,5.0,0.6910165661132277,0.0,0.6917980674731907,301.6168374792357,1.3256039139628546,0.44749831517473704,0.8133004335231652,28.57142857142857,1.7481893356257339,0.03747474747474747,6.238098014583428,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6298112280298908,0.6299371167436241,3.3092147841950266,5.0,0.27165323837724337,0.0,1
RE40,40,c,34,2,c34^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c34-OxidizedLoop^2+ | 6.0 ppm | score=0.538 | css=0.795,-OxidizedLoop,0.5384417302797153,0.7946401679897654,0.7946401679897656,0.9884269807447416,7.0,0.6112948460324157,0.0,0.5572507376354767,2.3693760229113705,5.115115159720113,0.6722935889519263,0.5036152473786036,22.22222222222222,5.388891202585019,0.00039595959595959594,5.990255402273852,1,1,c34-OxidizedLoop^2+,ok,1,1,0.7946401679897654,0.7946401679897654,0.7946401679897656,5.990255402273852,7.0,0.29848714421007,0.0,1
RE40,40,c,35,2,c35^2+,1,tp_selected,1,1,1,1,0,"[""c35 2+""]",4.718,66.79,7.0,6.075,1.78,selected_final,accepted,c35-OxidizedLoop^2+ | -12.4 ppm | score=0.520 | css=0.775 | %H=83 | %2H=17 | +mix,-OxidizedLoop,0.5197951380447389,0.7753020451007607,0.4742547867040103,0.9188434492166135,12.0,0.5174336113990159,0.0,0.451984664346892,1.7349655011269614,6.670739154587351,0.556434300203573,0.3759415537419984,25.0,8.014314176730476,0.00036296296296296294,12.40114132910352,1,1,c35-OxidizedLoop^2+,ok,1,1,0.844421875222457,0.844421875222457,0.844421875222457,11.784182483465491,8.0,0.2270792406144186,1.0,1
RE40,40,c,36,2,c36^2+,1,fn_missed,1,0,2,2,0,"[""c36 2+"", ""c36-2(H2O) 2+""]",11.478,94.23,8.0,9.123,0.53,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.654564317243353,0.9581525260710679,0.9581525260710677,1.0,9.0,0.705,0.0,0.629,4.09,4.48,0.768,,0.0,,0.001222895622895623,0.5008138342144695,0,0,c36-OxidizedLoop^2+,ok,1,1,0.9581525260710679,0.9581525260710679,0.9581525260710677,0.5008138342144695,9.0,0.3202194514208089,1.0,1
RE45,45,b,24,1,b24^1+,1,fn_missed,1,0,1,1,0,"[""b24 1+""]",5.356,79.64,4.0,6.679,0.64,trace_only,quality_gates,b24-OxidizedLoop^1+,-OxidizedLoop,0.47037495641491484,0.7114702889962206,0.6207022443102093,0.9908590134010151,6.0,0.756,0.0,0.804,13.82,2.21,0.416,,14.3,,0.000646727351538795,8.989912983717977,0,0,b24-OxidizedLoop^1+,ok,1,1,0.7114702889962206,0.7114702889962206,0.6207022443102093,8.989912983717977,6.0,0.09184438276522798,0.0,1
RE45,45,b,35,2,b35^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b35-OxidizedLoop^2+ | 1.0 ppm | score=0.486 | css=0.782,-OxidizedLoop,0.48578455023149997,0.7821390272627746,0.7821390272627748,0.8866672275035735,8.0,0.695304487707979,0.0,0.5493126840220263,1.8578552414248888,9.584572642340135,0.5801285584648973,0.5793378178335526,11.11111111111111,12.1292484957747,0.0006384915474642393,0.9628155793371534,1,1,b35-OxidizedLoop^2+,ok,1,1,0.7821390272627746,0.7821390272627746,0.7821390272627748,0.9628155793371534,8.0,0.4017410277853815,0.0,1
RE45,45,b,35,3,b35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b35-OxidizedLoop^3+ | 4.2 ppm | score=0.310 | css=0.714,-OxidizedLoop,0.3103492129665059,0.7135441241940027,0.8102571834633983,0.6604181357921686,4.0,0.6722022999876345,0.28093536025478627,0.326088061826317,1.0881963514779969,6.363107756940151,0.28866965449577064,0.5233152634736004,55.55555555555556,8.090140994709397,0.0005327264846120502,4.227511581650719,1,1,b35-OxidizedLoop^3+,ok,1,1,0.7135441241940027,0.7135441241940027,0.8102571834633983,4.227511581650719,4.0,0.40357231475095506,0.0,1
RE45,45,b,36,2,b36^2+,1,tp_selected,1,1,1,1,0,"[""b36 2+""]",5.738,80.45,4.0,6.941,2.8,selected_final,accepted,b36-OxidizedLoop^2+ | 6.1 ppm | score=0.572 | css=0.910,-OxidizedLoop,0.5717423220532005,0.9100624640598174,0.947975160598687,0.8451931078621817,6.0,0.6144739435231847,0.0,0.7779408426037038,3.7474340205801817,6.227252219456477,0.6465177611260405,0.8285581601575948,33.33333333333333,5.598381113064925,0.001011703511053316,6.085528840422244,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9441870120592384,0.9441870120592384,0.947975160598687,6.085528840422244,8.0,0.21282206620572747,0.0,1
RE45,45,b,36,3,b36^3+,1,fn_missed,1,0,1,1,0,"[""b36-H2O 3+""]",5.003,86.63,5.0,3.18,1.53,trace_only,isodec_rules,b36-OxidizedLoop^3+,-OxidizedLoop,,0.5196262418147879,0.519626241814788,,,,,,,,,,,,,19.87830164963152,0,0,b36-OxidizedLoop^3+,failed_isodec_rules,0,0,,0.5196262418147879,0.519626241814788,19.87830164963152,7.0,0.13788696071461592,0.0,1
RE45,45,c,3,1,c3^1+,1,fn_missed,1,0,1,1,0,"[""c3 1+""]",5.288,73.44,1.0,3.861,14.17,trace_only,isodec_rules,c3-ThiylRadical^1+,-ThiylRadical,,0.9823098231854419,0.6686612070439182,,,,,,,,,,,,,16.93924235208294,0,0,c3^1+,failed_isodec_rules,0,0,,0.9822827398736912,0.9822827398736912,18.450860112880605,1.0,0.3977000919963202,1.0,1
RE45,45,c,5,1,c5^1+,1,fn_missed,1,0,1,1,0,"[""c5 1+""]",7.009,98.28,1.0,3.957,5.19,trace_only,isodec_rules,c5-ThiylRadical^1+,-ThiylRadical,,0.962488046996032,0.4812440234980159,,,,,,,,,,,,,3.4674404281570363,0,0,c5^1+,failed_isodec_rules,0,0,,0.9624489899558296,0.9624489899558296,2.4417780124702677,1.0,1.0,1.0,1
RE45,45,c,6,1,c6^1+,0,fp_selected,1,1,1,0,0,"[""c6 1+""]",0.291,99.66,1.0,-0.332,6.78,selected_final,accepted,c6-Persulfide^1+ | -2.0 ppm | score=0.762 | css=0.912 | %H=100 | %2H=0 | -mix,-Persulfide,0.7617224983802791,0.9124999116095346,0.5815730387824328,0.9745052473677356,3.0,0.1511105116446363,0.0,0.1511105116446363,0.5722182427895648,5.901616433438454,0.7082842371491185,0.8258430166355523,25.0,7.335474195865994,0.00035500650195058515,2.047122279249691,1,1,c6^1+,ok,1,1,0.7215008813017364,0.7215008813017364,0.7787252447036416,7.744611722639625,2.0,0.19467970774716373,1.0,1
RE45,45,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",5.253,99.8,3.0,2.985,7.02,selected_final,accepted,c7-OxidizedLoop^1+ | -1.3 ppm | score=0.552 | css=0.871 | %H=58 | %2H=0 | -mix,-OxidizedLoop,0.5522797984060172,0.8714584978271971,0.6586904586731913,0.6762301367991354,5.0,0.11602209944751385,0.34377771243453836,0.11602209944751385,1.4273371183762973,7.936323460400995,0.48695452234706443,0.4656589585393377,44.44444444444444,8.80644564023337,0.0006974425661031643,1.2630727519525067,1,1,c7-OxidizedLoop^1+,ok,1,1,0.8104731405443768,0.8104731405443768,0.9703034771754302,6.23078390099512,3.0,0.46342725601875645,0.0,1
RE45,45,c,8,1,c8^1+,1,fn_missed,1,0,1,1,0,"[""c8 1+""]",5.294,99.03,1.0,3.599,3.08,trace_only,isodec_rules,c8-OxidizedLoop^1+,-OxidizedLoop,,0.9139177631292494,0.9139177631292494,,,,,,,,,,,,,3.4886136722363026,0,0,c8-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.9139177631292494,0.9139177631292494,3.4886136722363026,1.0,1.0,1.0,1
RE45,45,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",12.313,99.44,2.0,8.834,1.79,selected_final,accepted,c9-OxidizedLoop^1+ | 1.0 ppm | score=0.679 | css=0.980,-OxidizedLoop,0.6789531870644896,0.9797063088290935,0.9797063088290936,0.831410132902322,2.0,0.24981959878770377,0.1278523714191696,0.24981959878770377,0.8123874135297434,5.561604128605173,0.7918116605943085,0.979815421771986,60.0,4.997830617471049,0.0004573038578240139,0.9907721842960547,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9797063088290935,0.9797063088290935,0.9797063088290936,0.9907721842960547,2.0,0.7351046327031319,1.0,1
RE45,45,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",12.684,99.3,5.0,7.396,6.19,selected_final,accepted,c10-OxidizedLoop^1+ | 2.1 ppm | score=0.912 | css=0.988,-OxidizedLoop,0.9118215711279051,0.9875462925394528,0.9893648680324654,1.0,5.0,0.12308274177838607,0.0,0.06880937985835212,22.021412834836305,1.9865199990835507,0.8384082068918999,0.9861624393712178,0.0,3.3769862917602507,0.011577806675335934,2.055386933983862,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9875462925394528,0.9875462925394528,0.9893648680324654,2.055386933983862,5.0,1.028694245511514,1.0,1
RE45,45,c,17,1,c17^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c17-OxidizedLoop^1+ | -15.5 ppm | score=0.565 | css=0.787 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.5650840828623406,0.7873587341417754,0.5783542563255409,0.7426426155027889,3.0,0.0,0.24140099849202123,0.8885489626523616,1.2983721061229085,9.749047153515464,0.58781313169695,0.6016057576933878,57.14285714285714,11.480396727067902,0.0004140875596012137,15.476837296847675,1,1,c17-OxidizedLoop^1+,anchor_outside_ppm,0,0,,,0.535898514957287,,,,,0
RE45,45,c,18,2,c18^2+,1,tp_selected,1,1,1,1,0,"[""c18 2+""]",3.233,99.63,4.0,1.677,1.39,selected_final,accepted,c18-OxidizedLoop^2+ | 7.6 ppm | score=0.550 | css=0.988,-OxidizedLoop,0.5501120473092034,0.9881157981337148,0.9881157981337152,0.9400167024955177,4.0,0.6476245732265191,0.0,0.4764257294429708,0.4205992114978397,8.812541665876424,0.8451903742032867,0.975510502736499,42.857142857142854,5.987898117256867,0.00022678803641092328,7.628161918226758,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9881157981337148,0.9881157981337148,0.9881157981337152,7.628161918226758,4.0,0.33930320283862414,0.0,1
RE45,45,c,19,2,c19^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c19-OxidizedLoop^2+ | -5.3 ppm | score=0.347 | css=0.799 | %H=55 | %2H=45 | +mix,-OxidizedLoop,0.3465215445725484,0.7988650420321319,0.4768235184974083,0.46475578976327014,4.0,0.36930446954339224,0.2997201677550132,0.3300390950458245,0.29054947158854044,6.503415524593318,0.22845618453972247,0.42609593536518836,71.42857142857143,11.799116279729496,0.00015210229735587342,5.27518390956135,1,1,c19-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.44267270857330715,0.5310472230617033,8.851918292077967,4.0,0.07035588476936558,0.0,1
RE45,45,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.7 ppm | score=0.617 | css=0.851 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6168835256198538,0.8510884126381093,0.48562071827185344,0.9907865367036399,6.0,0.6903704732804783,0.0,0.6920086104830439,241.860680055778,1.7834693602560014,0.46929568767410057,0.8242317967196557,14.285714285714285,1.9667729097863995,0.036540962288686606,6.733851005072071,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6499436708145588,0.6499843860072152,3.766657214954964,6.0,0.32993273910550225,0.0,1
RE45,45,c,33,2,c33^2+,1,tp_selected,1,1,1,1,0,"[""c33 2+""]",9.148,93.1,5.0,7.001,3.53,selected_final,accepted,c33-OxidizedLoop^2+ | 1.9 ppm | score=0.637 | css=0.924,-OxidizedLoop,0.6369153728593835,0.9241937949701567,0.9241937949701566,0.9973516940999285,8.0,0.5996348712772827,0.0,0.5250345562276045,1.602083576297062,5.471530070385671,0.7772031789431484,0.8797032556005441,11.11111111111111,6.1979596842098434,0.0005210229735587343,1.880763147328378,1,1,c33-OxidizedLoop^2+,ok,1,1,0.9241937949701567,0.9241937949701567,0.9241937949701566,1.880763147328378,8.0,0.3553324857566172,1.0,1
